,batsman,opponent_team,venue,50+ on ground,100+ on ground,avg_runs_ground,avg_runs_to_opponent,50+_runs_against_opponent,100+_runs_against_opponent,player_strength
4926,TG Southee,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,0.0,4.0,0,0,0.1
4927,UT Yadav,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,0.0,1.0,0,0,0.1
4928,VR Iyer,Delhi Capitals,"Wankhede Stadium, Mumbai",1,1,32.25,18.6,1,0,8.7
4929,A Badoni,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,17.333333333333332,0,0,12.2
4930,Arshdeep Singh,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,1.0,0,0,0.30000000000000004
4931,Avesh Khan,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,7.0,2.0,0,0,5.3
4932,DJ Hooda,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,34.0,15.666666666666666,0,0,29.633333333333333
4933,JM Bairstow,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,22.0,32.0,0,0,28.066666666666666
4934,JM Sharma,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,16.0,9.333333333333334,0,0,4.7333333333333325
4935,JO Holder,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,8.333333333333334,19.666666666666668,0,0,19.45
4936,K Rabada,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,0.6666666666666666,0,0,5.3
4937,KH Pandya,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,12.333333333333334,8.25,0,0,13.8
4938,KL Rahul,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,7.0,30.666666666666668,1,0,9.254545454545454
4939,LS Livingstone,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,10.0,20.5,0,0,21.05
4940,MA Agarwal,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",1,0,38.5,16.5,0,0,28.10588235294118
4941,MP Stoinis,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,10.333333333333334,28.75,1,0,3.3
4942,Mohsin Khan (2),Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,7.0,13.0,0,0,28.266666666666666
4943,PBB Rajapaksa,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,9.0,0,0,16.05
4944,PVD Chameera,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,8.5,17.0,0,0,25.9
4945,Q de Kock,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",1,0,35.666666666666664,25.333333333333332,0,0,36.3948717948718
4946,R Dhawan,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,21.0,21.0,0,0,21.230434782608697
4947,RD Chahar,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,4.0,2.0,0,0,10.4
4948,S Dhawan,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",1,0,37.5,3.0,0,0,6.725
4949,B Sai Sudharsan,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,23.0,20.0,0,0,24.485714285714288
4950,DA Miller,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,21.333333333333332,15.142857142857142,0,0,35.1
4951,F du Plessis,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,5.0,24.0,0,0,0.4
4952,GJ Maxwell,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,26.666666666666668,28.0,0,0,35.43333333333334
4953,HH Pandya,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,18.0,19.642857142857142,2,0,7.7
4954,KD Karthik,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,4.333333333333333,1.3333333333333333,0,0,7.766666666666666
4955,MK Lomror,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,11.0,8.5,0,0,26.27777777777778
4956,R Tewatia,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,19.666666666666668,16.444444444444443,0,0,39.599999999999994
4957,RM Patidar,Gujarat Titans,"Brabourne Stadium, Mumbai",1,0,39.0,52.0,1,0,43.25
4958,Shahbaz Ahmed,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,6.0,2.0,0,0,11.0
4959,Shubman Gill,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",2,0,59.666666666666664,26.0,1,1,27.489655172413794
4960,V Kohli,Gujarat Titans,"Brabourne Stadium, Mumbai",1,0,26.0,77.33333333333333,3,1,41.94074074074074
4961,WP Saha,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",1,0,42.0,19.181818181818183,0,0,27.808695652173913
4962,DJ Mitchell,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,17.0,17.0,0,0,17.395238095238096
4963,SA Yadav,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",1,0,41.5,41.4,4,0,40.17692307692308
4964,AR Patel,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,19.2,29.0,0,0,38.5
4965,DA Warner,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,0,28.8,21.0,1,0,9.3
4966,KH Pandya,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,13.25,15.2,0,0,14.8
4967,Kuldeep Yadav,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,6.75,11.0,0,0,25.977777777777778
4968,Lalit Yadav,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,15.833333333333334,3.0,0,0,9.1
4969,MP Stoinis,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,16.0,19.0,0,0,18.844444444444445
4970,MR Marsh,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,16.0,18.5,0,0,37.7
4971,PP Shaw,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,0,23.5,26.0,1,0,10.142857142857142
4972,Q de Kock,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,19.75,32.5,2,0,29.592307692307692
4973,R Powell,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,29.4,13.0,0,0,34.766666666666666
4974,RR Pant,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,0,30.5,41.5,0,0,37.693548387096776
4975,SN Thakur,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,7.714285714285714,2.0,0,0,5.6
4976,AK Markram,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",1,0,35.333333333333336,14.0,0,0,25.8
4977,Abhishek Sharma,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,30.333333333333332,33.166666666666664,1,0,36.55
4978,DP Conway,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",2,0,70.5,81.0,2,0,59.67857142857143
4979,KS Williamson,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,19.333333333333332,35.54545454545455,3,0,37.002702702702706
4980,MS Dhoni,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",0,0,5.0,22.833333333333332,1,0,15.728571428571428
4981,N Pooran,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",1,0,22.0,24.0,1,0,51.58571428571429
4982,RA Jadeja,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",0,0,8.666666666666666,17.272727272727273,1,0,10.5
4983,RA Tripathi,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,3.0,23.0,1,0,0.1
4984,RD Gaikwad,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",2,0,66.66666666666667,54.0,2,0,67.97966101694915
4985,Shashank Singh,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,13.0,15.0,0,0,18.714285714285715
4986,Washington Sundar,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,15.333333333333334,7.666666666666667,0,0,11.1
4987,AJ Finch,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,3.5,21.0,1,0,7.5
4988,B Indrajith,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,10.5,15.0,0,0,17.22352941176471
4989,D Padikkal,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2,1,36.25,21.571428571428573,0,0,5.3
4990,KK Nair,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,13.0,18.0,1,0,16.8
4991,R Ashwin,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,12.25,10.857142857142858,0,0,15.0
4992,R Parag,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,11.714285714285714,14.4,0,0,25.93333333333333
4993,RK Singh,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,27.666666666666668,20.333333333333332,0,0,37.95384615384616
4994,SO Hetmyer,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",1,0,28.0,13.0,0,0,30.975
4995,SS Iyer,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,30.5,38.25,3,0,28.6
4996,AS Joseph,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,2.5,4.0,0,0,10.1
4997,B Sai Sudharsan,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",1,0,38.0,39.666666666666664,1,0,46.23703703703704
4998,DA Miller,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,20.25,11.333333333333334,0,0,13.857142857142858
4999,HH Pandya,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",3,0,51.25,15.4,0,0,2.45
5000,JM Bairstow,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,13.666666666666666,4.5,0,0,2.6666666666666665
5001,LH Ferguson,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,2.5,5.0,0,0,19.26666666666667
5002,LS Livingstone,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",1,0,28.0,47.0,1,0,45.2
5003,PBB Rajapaksa,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,29.0,30.0,0,0,34.893103448275866
5004,PJ Sangwan,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,2.0,2.0,0,0,4.7333333333333325
5005,R Tewatia,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,11.333333333333334,6.6,0,0,13.433333333333334
5006,Rashid Khan,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,1.5,0,0,0.1
5007,S Dhawan,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",1,0,33.0,35.0,1,0,44.872727272727275
5008,Shubman Gill,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,9.0,37.6,2,0,19.8
5009,WP Saha,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,23.0,27.333333333333332,0,0,23.95294117647059
5010,AT Rayudu,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,28.0,33.083333333333336,1,0,17.8
5011,D Pretorius,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,13.0,13.0,0,0,23.05
5012,DP Conway,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",2,0,70.5,69.5,2,0,44.23513513513514
5013,F du Plessis,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,25.666666666666668,36.0,1,0,36.12173913043478
5014,GJ Maxwell,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,3.6666666666666665,20.0,1,0,11.5
5015,KD Karthik,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,13.0,25.333333333333332,0,0,28.99411764705882
5016,M Theekshana,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,7.0,7.0,0,0,21.2
5017,MK Lomror,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,42.0,21.0,0,0,36.282758620689656
5018,MM Ali,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,17.5,19.75,0,0,30.692592592592597
5019,MS Dhoni,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,5.0,25.307692307692307,2,0,7.766666666666666
5020,PWH de Silva,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,2.5,0,0,0.1
5021,RA Jadeja,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,8.666666666666666,12.538461538461538,1,0,7.7
5022,RD Gaikwad,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",2,0,66.66666666666667,30.666666666666668,1,0,27.173913043478265
5023,RM Patidar,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,18.5,21.0,0,0,23.352941176470587
5024,RV Uthappa,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,22.90909090909091,1,0,4.033333333333333
5025,Shahbaz Ahmed,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,18.0,0,0,5.6
5026,Simarjeet Singh,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,2.0,0,0,11.0
5027,V Kohli,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,29.0,25.363636363636363,3,0,25.57142857142857
5028,AK Markram,Delhi Capitals,"Brabourne Stadium, Mumbai",1,0,55.0,17.666666666666668,0,0,38.353846153846156
5029,Abhishek Sharma,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,19.0,14.5,1,0,13.9
5030,B Kumar,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,5.0,4.0,0,0,19.26666666666667
5031,DA Warner,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",3,0,71.0,37.666666666666664,1,0,63.303174603174604
5032,KS Williamson,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,12.333333333333334,26.88888888888889,2,0,6.636363636363637
5033,Kartik Tyagi,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,7.0,4.5,0,0,17.7
5034,MR Marsh,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,10.0,32.666666666666664,1,0,19.585714285714285
5035,Mandeep Singh,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,0.0,10.571428571428571,0,0,0.5
5036,N Pooran,Delhi Capitals,"Brabourne Stadium, Mumbai",1,0,33.5,26.666666666666668,2,0,48.915789473684214
5037,R Powell,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",1,0,25.0,67.0,1,0,53.31111111111112
5038,RA Tripathi,Delhi Capitals,"Brabourne Stadium, Mumbai",1,0,33.333333333333336,17.0,0,0,23.922222222222224
5039,RR Pant,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,18.0,31.0625,1,1,30.05
5040,S Gopal,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,9.0,7.25,0,0,17.75714285714286
5041,SA Abbott,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,7.0,7.0,0,0,17.8
5042,Shashank Singh,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,10.0,10.0,0,0,21.866666666666667
5043,B Sai Sudharsan,Mumbai Indians,"Brabourne Stadium, Mumbai",0,0,23.0,28.5,0,0,20.227272727272727
5044,DA Miller,Mumbai Indians,"Brabourne Stadium, Mumbai",0,0,21.333333333333332,22.5,0,0,23.571428571428573
5045,DR Sams,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,3.5,0.0,0,0,0.2
5046,HH Pandya,Mumbai Indians,"Brabourne Stadium, Mumbai",0,0,18.0,17.25,0,0,29.442857142857143
5047,Ishan Kishan,Gujarat Titans,"Brabourne Stadium, Mumbai",1,0,46.333333333333336,29.666666666666668,0,0,38.3
5048,KA Pollard,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,10.666666666666666,4.0,0,0,5.866666666666667
5049,R Tewatia,Mumbai Indians,"Brabourne Stadium, Mumbai",0,0,19.666666666666668,10.5,0,0,9.1
5050,RG Sharma,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,30.0,20.5,0,0,37.62758620689655
5051,Rashid Khan,Mumbai Indians,"Brabourne Stadium, Mumbai",0,0,1.0,9.727272727272727,1,0,10.5
5052,SA Yadav,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,25.0,50.0,2,1,18.71818181818182
5053,Shubman Gill,Mumbai Indians,"Brabourne Stadium, Mumbai",2,0,59.666666666666664,37.18181818181818,4,1,41.84444444444445
5054,TH David,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,28.0,12.75,0,0,42.7
5055,Tilak Varma,Gujarat Titans,"Brabourne Stadium, Mumbai",0,0,23.0,22.0,0,0,24.025
5056,WP Saha,Mumbai Indians,"Brabourne Stadium, Mumbai",1,0,42.0,28.833333333333332,4,0,42.514634146341464
5057,D Padikkal,Punjab Kings,"Wankhede Stadium, Mumbai",2,1,36.25,30.0,1,0,25.757142857142856
5058,JM Bairstow,Rajasthan Royals,"Wankhede Stadium, Mumbai",1,0,28.333333333333332,31.4,1,0,43.03333333333333
5059,JM Sharma,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,27.333333333333332,36.333333333333336,0,0,38.5
5060,LS Livingstone,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,23.8,15.5,0,0,24.741176470588236
5061,PBB Rajapaksa,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,33.333333333333336,14.0,0,0,29.2
5062,R Dhawan,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,5.0,5.0,0,0,27.5
5063,SO Hetmyer,Punjab Kings,"Wankhede Stadium, Mumbai",1,0,28.0,32.25,0,0,33.32222222222222
5064,YBK Jaiswal,Punjab Kings,"Wankhede Stadium, Mumbai",2,1,54.5,44.5,2,0,51.59047619047619
5065,A Badoni,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,20.0,0,0,16.094736842105263
5066,AD Russell,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,35.0,19.0,0,0,47.084210526315786
5067,AJ Finch,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,14.0,14.0,0,0,17.033333333333335
5068,AS Roy,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,0.0,0,0,0.2
5069,B Indrajith,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,0.0,0,0,0.6000000000000001
5070,DJ Hooda,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,34.0,12.333333333333334,0,0,36.68518518518518
5071,Harshit Rana,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,2.0,0,0,21.0
5072,JO Holder,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,8.333333333333334,7.5,0,0,39.1
5073,KH Pandya,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,12.333333333333334,14.166666666666666,0,0,22.85925925925926
5074,MP Stoinis,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,10.333333333333334,11.3,0,0,33.16666666666667
5075,N Rana,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,12.0,17.333333333333332,0,0,3.7181818181818183
5076,PVD Chameera,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",0,0,8.5,0.0,0,0,0.1
5077,Q de Kock,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",1,0,35.666666666666664,33.46153846153846,4,1,43.44137931034483
5078,RK Singh,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,5.5,37.666666666666664,1,0,9.4
5079,SP Narine,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,11.5,14.666666666666666,0,0,29.833333333333332
5080,SS Iyer,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,10.333333333333334,28.0,1,0,10.266666666666666
5081,Shivam Mavi,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,1.0,1.0,0,0,4.033333333333333
5082,TG Southee,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,0.0,0,0,0.1
5083,AK Markram,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",1,0,22.6,19.666666666666668,0,0,19.77777777777778
5084,Abhishek Sharma,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",1,0,29.25,18.857142857142858,0,0,0.30000000000000004
5085,B Kumar,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,4.5,3.1666666666666665,0,0,12.5
5086,F du Plessis,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4,0,43.3,33.23076923076923,4,0,52.23846153846154
5087,Fazalhaq Farooqi,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,2.0,2.0,0,0,4.1
5088,GJ Maxwell,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2,0,43.6,15.833333333333334,1,0,30.9
5089,J Suchith,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,1.0,2.0,0,0,4.357142857142858
5090,KD Karthik,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,0,33.857142857142854,13.764705882352942,0,0,52.7
5091,Kartik Tyagi,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,0.0,0.5,0,0,0.1
5092,N Pooran,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,10.571428571428571,20.25,1,0,23.67142857142857
5093,RA Tripathi,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2,0,35.666666666666664,27.0,2,0,44.7
5094,RM Patidar,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0,0,48.0,48.0,0,0,37.6
5095,Shashank Singh,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,16.5,8.0,0,0,13.488888888888889
5096,Umran Malik,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,0.0,0.0,0,0,0.1
5097,V Kohli,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2,0,24.428571428571427,25.2,3,1,0.1
5098,A Nortje,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,1.0,0.5,0,0,2.5285714285714285
5099,AR Patel,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,9.0,10.8,0,0,4.033333333333333
5100,AT Rayudu,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,0,24.0,20.22222222222222,1,0,10.142857142857142
5101,DA Warner,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",1,0,18.75,38.25,4,0,26.03333333333333
5102,DJ Bravo,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,0,3.3333333333333335,1.6666666666666667,0,0,10.5
5103,DP Conway,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",1,0,87.0,61.333333333333336,2,0,61.95882352941176
5104,KK Ahmed,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,0.0,0,0,0.1
5105,KS Bharat,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,4.0,8.0,0,0,20.3
5106,Kuldeep Yadav,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,3.5,1.25,0,0,6.5777777777777775
5107,MM Ali,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,0,20.0,16.571428571428573,0,0,27.1
5108,MR Marsh,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2,0,59.0,15.0,0,0,26.0
5109,MS Dhoni,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,0,17.333333333333332,16.818181818181817,0,0,31.9
5110,R Powell,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,2.6666666666666665,3.0,0,0,5.433333333333334
5111,RD Gaikwad,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,0,18.5,33.857142857142854,2,0,33.31428571428572
5112,RR Pant,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,20.0,32.4,2,0,29.89090909090909
5113,RV Patel,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,6.0,11.333333333333334,0,0,23.2
5114,RV Uthappa,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",1,0,33.25,22.142857142857142,1,0,0.1
5115,S Dube,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",1,0,35.75,19.0,0,0,31.345454545454547
5116,SN Thakur,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,13.5,24.0,0,0,25.33157894736842
5117,AD Russell,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,21.75,18.5,1,0,22.7
5118,AM Rahane,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,17.0,29.352941176470587,4,0,23.4
5119,DR Sams,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,3.0,1.0,0,0,5.6
5120,Ishan Kishan,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2,0,32.75,29.142857142857142,3,0,39.060465116279076
5121,K Kartikeya,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,3.0,3.0,0,0,6.8
5122,KA Pollard,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,15.25,17.0,1,0,17.575
5123,M Ashwin,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,3.0,0.0,0,0,0.2
5124,N Rana,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,24.25,22.5,1,0,38.35714285714286
5125,PJ Cummins,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,22.285714285714285,2,0,0.2
5126,RG Sharma,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,3.5,33.5625,4,0,4.833333333333333
5127,RK Singh,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,32.666666666666664,12.5,0,0,24.0
